0.0, 9.38565450374895
10.0, 9.283983339840859
20.0, 8.636310138547007
30.0, 7.646721902459241
40.0, 5.662439462843992
50.0, 2.0141947578084363
60.0, -1.0822345107983549
70.0, 0.5086678885915714
80.0, 1.8557296235573704
90.0, 2.4519297602507155
100.0, 1.4672329023377157
110.0, -1.0080141167241878
120.0, -5.9743246978479
130.0, -8.30130700376259
140.0, -7.205856207463613
150.0, -7.089033092608936
160.0, -6.89623173372652
170.0, -6.091255859814386
180.0, -5.758298618813889
190.0, -5.416852289694521
200.0, -7.693899676640148
210.0, -8.297310186793526
220.0, -8.820592890380448
230.0, -5.738373130503333
240.0, -1.1385288555491686
250.0, 1.430589201930357
260.0, 2.4496591950147435
270.0, 1.8426444091317173
280.0, -0.00650508067751035
290.0, -2.4267571301016013
300.0, -0.6197080933291697
310.0, 3.7369012008887577
320.0, 6.016920280379748
330.0, 7.462322152039006
340.0, 8.530788535826076
350.0, 9.182393920033533
